time,throttle,steering,clutch,parkingbrake,brake,
0.012500000186265,0,0,0,1,0,
0.025500000454485,0,0,0,1,0,
0.038500000722706,0,0,0,1,0,
0.057500001974404,0,0,0,1,0,
0.076000002212822,0,0,0,1,0,
0.094500002451241,0,0,0,1,0,
0.11250000353903,0,0,0,1,0,
0.13000000361353,0,0,0,1,0,
0.14800000470132,0,0,0,1,0,
0.16500000562519,0,0,0,1,0,
0.18250000569969,0,0,0,1,0,
0.19950000662357,0,0,0,1,0,
0.21650000754744,0,0,0,1,0,
0.23400000762194,0,0,0,1,0,
0.25200000870973,0,0,0,1,0,
0.26950000878423,0,0,0,1,0,
0.28700000885874,0,0,0,1,0,
0.30350000876933,0,0,0,1,0,
0.32000000867993,0,0,0,1,0,
0.33650000859052,0,0,0,1,0,
0.35250000935048,0,0,0,1,0,
0.36850001011044,0,0,0,1,0,
0.3845000108704,0,0,0,1,0,
0.4000000115484,0,0,0,1,0,
0.4155000122264,0,0,0,1,0,
0.43100001290441,0,0,0,1,0,
0.44600001350045,0,0,0,1,0,
0.4610000140965,0,0,0,1,0,
0.47550001461059,0,0,0,1,0,
0.49000001512468,0,0,0,1,0,
0.50450001563877,0,0,0,1,0,
0.51900001615286,0,0,0,1,0,
0.53350001666695,0,0,0,1,0,
0.54750001709908,0,0,0,1,0,
0.56150001753122,0,0,0,1,0,
0.57550001796335,0,0,0,1,0,
0.58950001839548,0,0,0,1,0,
0.60350001882762,0,0,0,1,0,
0.61700001917779,0,0,0,1,0,
0.63050001952797,0,0,0,1,0,
0.64400001987815,0,0,0,1,0,
0.65700002014637,0,0,0,1,0,
0.67050002049655,0,0,0,1,0,
0.68350002076477,0,0,0,1,0,
0.69650002103299,0,0,0,1,0,
0.70950002130121,0,0,0,1,0,
0.72250002156943,0,0,0,1,0,
0.73600002191961,0,0,0,1,0,
0.74900002218783,0,0,0,1,0,
0.76250002253801,0,0,0,1,0,
0.77550002280623,0,0,0,1,0,
0.78850002307445,0,0,0,1,0,
0.80200002342463,0,0,0,1,0,
0.81500002369285,0,0,0,1,0,
0.82800002396107,0,0,0,1,0,
0.84150002431124,0,0,0,1,0,
0.85450002457947,0,0,0,1,0,
0.86800002492964,0,0,0,1,0,
0.88100002519786,0,0,0,1,0,
0.89400002546608,0,0,0,1,0,
0.90700002573431,0,0,0,1,0,
0.92000002600253,0,0,0,1,0,
0.93300002627075,0,0,0,1,0,
0.94600002653897,0,0,0,1,0,
0.95900002680719,0,0,0,1,0,
0.97200002707541,0,0,0,1,0,
0.98450002726167,0,0,0,1,0,
0.9975000275299,0,0,0,1,0,
1.0105000277981,0,0,0,1,0,
1.0230000279844,0,0,0,1,0,
1.0360000282526,0,0,0,1,0,
1.0495000286028,0,0,0,1,0,
1.0635000290349,0,0,0,1,0,
1.0770000293851,0,0,0,1,0,
1.0910000298172,0,0,0,1,0,
1.1050000302494,0,0,0,1,0,
1.1195000307634,0,0,0,1,0,
1.1335000311956,0,0,0,1,0,
1.1480000317097,0,0,0,1,0,
1.1620000321418,0,0,0,1,0,
1.1760000325739,0,0,0,1,0,
1.1900000330061,0,0,0,1,0,
1.2040000334382,0,0,0,1,0,
1.2175000337884,0,0,0,1,0,
1.2310000341386,0,0,0,1,0,
1.2445000344887,0,0,0,1,0,
1.257500034757,0,0,0,1,0,
1.2710000351071,0,0,0,1,0,
1.2840000353754,0,0,0,1,0,
1.2965000355616,0,0,0,1,0,
1.3095000358298,0,0,0,1,0,
1.3220000360161,0,0,0,1,0,
1.3350000362843,0,0,0,1,0,
1.3480000365525,0,0,0,1,0,
1.3610000368208,0,0,0,1,0,
1.373500037007,0,0,0,1,0,
1.3865000372753,0,0,0,1,0,
1.3995000375435,0,0,0,1,0,
1.4125000378117,0,0,0,1,0,
1.425000037998,0,0,0,1,0,
1.4380000382662,0,0,0,1,0,
1.4510000385344,0,0,0,1,0,
1.4635000387207,0,0,0,1,0,
1.4765000389889,0,0,0,1,0,
1.4890000391752,0,0,0,1,0,
1.5015000393614,0,0,0,1,0,
1.5140000395477,0,0,0,1,0,
1.5265000397339,0,0,0,1,0,
1.5390000399202,0,0,0,1,0,
1.5515000401065,0,0,0,1,0,
1.5640000402927,0,0,0,1,0,
1.576500040479,0,0,0,1,0,
1.5895000407472,0,0,0,1,0,
1.6020000409335,0,0,0,1,0,
1.6145000411198,0,0,0,1,0,
1.627000041306,0,0,0,1,0,
1.6395000414923,0,0,0,1,0,
1.6520000416785,0,0,0,1,0,
1.6645000418648,0,0,0,1,0,
1.6770000420511,0,0,0,1,0,
1.6895000422373,0,0,0,1,0,
1.7025000425056,0,0,0,1,0,
1.7150000426918,0,0,0,1,0,
1.7275000428781,0,0,0,1,0,
1.7400000430644,0,0,0,1,0,
1.7530000433326,0,0,0,1,0,
1.7655000435188,0,0,0,1,0,
1.7785000437871,0,0,0,1,0,
1.7915000440553,0,0,0,1,0,
1.8040000442415,0,0,0,1,0,
1.8170000445098,0,0,0,1,0,
1.830000044778,0,0,0,1,0,
1.8430000450462,0,0,0,1,0,
1.8560000453144,0,0,0,1,0,
1.8685000455007,0,0,0,1,0,
1.8815000457689,0,0,0,1,0,
1.8940000459552,0,0,0,1,0,
1.9070000462234,0,0,0,1,0,
1.9200000464916,0,0,0,1,0,
1.9325000466779,0,0,0,1,0,
1.9450000468642,0,0,0,1,0,
1.9580000471324,0,0,0,1,0,
1.9710000474006,0,0,0,1,0,
1.9840000476688,0,0,0,1,0,
1.9965000478551,0,0,0,1,0,
2.0090000480413,0,0,0,1,0,
2.0220000483096,0,0,0,1,0,
2.0340000484139,0,0,0,1,0,
2.0470000486821,0,0,0,1,0,
2.0600000489503,0,0,0,1,0,
2.0730000492185,0,0,0,1,0,
2.0865000495687,0,0,0,1,0,
2.1000000499189,0,0,0,1,0,
2.114000050351,0,0,0,1,0,
2.1280000507832,0,0,0,1,0,
2.1420000512153,0,0,0,1,0,
2.1560000516474,0,0,0,1,0,
2.1695000519976,0,0,0,1,0,
2.1835000524297,0,0,0,1,0,
2.1970000527799,0,0,0,1,0,
2.211000053212,0,0,0,1,0,
2.2245000535622,0,0,0,1,0,
2.2380000539124,0,0,0,1,0,
2.2515000542626,0,0,0,1,0,
2.2650000546128,0,0,0,1,0,
2.2785000549629,0,0,0,1,0,
2.2915000552312,0,0,0,1,0,
2.3050000555813,0,0,0,1,0,
2.3175000557676,0,0,0,1,0,
2.3305000560358,0,0,0,1,0,
2.3430000562221,0,0,0,1,0,
2.3560000564903,0,0,0,1,0,
2.3690000567585,0,0,0,1,0,
2.3815000569448,0,0,0,1,0,
2.394500057213,0,0,0,1,0,
2.4075000574812,0,0,0,1,0,
2.4210000578314,0,0,0,1,0,
2.4340000580996,0,0,0,1,0,
2.4475000584498,0,0,0,1,0,
2.4610000588,0,0,0,1,0,
2.4745000591502,0,0,0,1,0,
2.4880000595003,0,0,0,1,0,
2.5010000597686,0,0,0,1,0,
2.5140000600368,0,0,0,1,0,
2.527000060305,0,0,0,1,0,
2.5405000606552,0,0,0,1,0,
2.5535000609234,0,0,0,1,0,
2.5665000611916,0,0,0,1,0,
2.5795000614598,0,0,0,1,0,
2.5925000617281,0,0,0,1,0,
2.6060000620782,0,0,0,1,0,
2.6190000623465,0,0,0,1,0,
2.6325000626966,0,0,0,1,0,
2.6455000629649,0,0,0,1,0,
2.6585000632331,0,0,0,1,0,
2.6715000635013,0,0,0,1,0,
2.6850000638515,0,0,0,1,0,
2.6980000641197,0,0,0,1,0,
2.7110000643879,0,0,0,1,0,
2.7240000646561,0,0,0,1,0,
2.7370000649244,0,0,0,1,0,
2.7500000651926,0,0,0,1,0,
2.7625000653788,0,0,0,1,0,
2.7755000656471,0,0,0,1,0,
2.7885000659153,0,0,0,1,0,
2.8020000662655,0,0,0,1,0,
2.8150000665337,0,0,0,1,0,
2.8280000668019,0,0,0,1,0,
2.8410000670701,0,0,0,1,0,
2.8545000674203,0,0,0,1,0,
2.8675000676885,0,0,0,1,0,
2.8810000680387,0,0,0,1,0,
2.8945000683889,0,0,0,1,0,
2.9080000687391,0,0,0,1,0,
2.9215000690892,0,0,0,1,0,
2.9350000694394,0,0,0,1,0,
2.9485000697896,0,0,0,1,0,
2.9620000701398,0,0,0,1,0,
2.9755000704899,0,0,0,1,0,
2.9890000708401,0,0,0,1,0,
3.0025000711903,0,0,0,1,0,
3.0160000715405,0,0,0,1,0,
3.0290000718087,0,0,0,1,0,
3.0425000721589,0,0,0,1,0,
3.0560000725091,0,0,0,1,0,
3.0695000728592,0,0,0,1,0,